country,year,adult_pop,total_pop
VC,1913,20533,42379
VC,1914,20655,42632
VC,1915,20779,42887
VC,1916,20903,43143
VC,1917,21028,43401
VC,1918,21153,43660
VC,1919,21280,43921
VC,1920,21407,44183
VC,1921,21535,44447
VC,1922,21699,44786
VC,1923,21865,45129
VC,1924,22032,45473
VC,1925,22200,45821
VC,1926,22370,46171
VC,1927,22541,46523
VC,1928,22713,46879
VC,1929,22886,47237
VC,1930,23061,47597
VC,1931,23237,47961
VC,1932,23638,48789
VC,1933,24047,49631
VC,1934,24462,50488
VC,1935,24884,51360
VC,1936,25314,52246
VC,1937,25751,53148
VC,1938,26195,54066
VC,1939,26502,54699
VC,1940,26809,55332
VC,1941,27115,55965
VC,1942,27422,56598
VC,1943,27729,57231
VC,1944,28036,57864
VC,1945,28342,58498
VC,1946,28649,59131
VC,1947,28956,59764
VC,1948,29263,60397
VC,1949,29569,61030
VC,1950,29876,61663
VC,1951,29998,63349
VC,1952,30214,65183
VC,1953,30517,67162
VC,1954,30923,69302
VC,1955,31438,71612
VC,1956,32041,74054
VC,1957,32727,76617
VC,1958,33494,79313
VC,1959,34350,82150
VC,1960,35141,84388
VC,1961,35799,85870
VC,1962,36440,87236
VC,1963,37072,88523
VC,1964,37692,89749
VC,1965,38315,90927
VC,1966,38947,92052
VC,1967,39584,93124
VC,1968,40259,94123
VC,1969,40917,95058
VC,1970,41477,95964
VC,1971,41952,96872
VC,1972,42365,97790
VC,1973,42736,98691
VC,1974,43074,99556
VC,1975,43386,100387
VC,1976,43694,101197
VC,1977,44012,101999
VC,1978,44347,102775
VC,1979,44724,103478
VC,1980,45479,104213
VC,1981,46778,105073
VC,1982,48271,105969
VC,1983,49728,106838
VC,1984,51123,107687
VC,1985,52441,108506
VC,1986,53647,109281
VC,1987,54701,110001
VC,1988,55599,110658
VC,1989,56386,111272
VC,1990,57097,111812
VC,1991,57950,112222
VC,1992,59069,112509
VC,1993,60257,112735
VC,1994,61376,112918
VC,1995,62412,113047
VC,1996,63341,113119
VC,1997,64138,113141
VC,1998,64800,113180
VC,1999,65332,113366
VC,2000,65769,113545
VC,2001,66383,113501
VC,2002,67323,113347
VC,2003,68332,113141
VC,2004,69227,112835
VC,2005,69980,112450
VC,2006,70579,112014
VC,2007,71017,111531
VC,2008,71318,111028
VC,2009,71511,110508
VC,2010,71636,109959
VC,2011,71709,109349
VC,2012,71869,108736
VC,2013,72128,108135
VC,2014,72372,107535
VC,2015,72589,106960
VC,2016,72734,106349
VC,2017,72807,105663
VC,2018,72837,104926
VC,2019,72864,104167
VC,2020,72902,103526
VC,2021,72744,102841
VC,2022,72425,102046
VC,2023,72128,101323
VC,2024,71828,100616
VE,1800,345796,780000
VE,1801,349381,788087
VE,1802,351163,792106
VE,1803,352953,796145
VE,1804,354753,800204
VE,1805,356562,804284
VE,1806,358380,808385
VE,1807,360207,812507
VE,1808,362044,816650
VE,1809,363890,820815
VE,1810,365746,825000
VE,1811,363176,819205
VE,1812,360529,813233
VE,1813,357901,807305
VE,1814,355292,801420
VE,1815,352702,795578
VE,1816,350131,789778
VE,1817,347578,784021
VE,1818,345045,778306
VE,1819,342529,772632
VE,1820,340033,767000
VE,1821,344909,778000
VE,1822,349342,788000
VE,1823,354219,799000
VE,1824,359096,810000
VE,1825,364416,822000
VE,1826,369292,833000
VE,1827,374169,844000
VE,1828,379489,856000
VE,1829,384809,868000
VE,1830,390129,880000
VE,1831,396779,895000
VE,1832,403428,910000
VE,1833,409635,924000
VE,1834,415842,938000
VE,1835,422048,952000
VE,1836,428255,966000
VE,1837,434018,979000
VE,1838,439781,992000
VE,1839,445545,1005000
VE,1840,451308,1018000
VE,1841,456628,1030000
VE,1842,462391,1043000
VE,1843,467711,1055000
VE,1844,473031,1067000
VE,1845,478351,1079000
VE,1846,483671,1091000
VE,1847,488547,1102000
VE,1848,493867,1114000
VE,1849,499187,1126000
VE,1850,504064,1137000
VE,1851,509384,1149000
VE,1852,514260,1160000
VE,1853,519580,1172000
VE,1854,524457,1183000
VE,1855,529777,1195000
VE,1856,534653,1206000
VE,1857,539973,1218000
VE,1858,544850,1229000
VE,1859,550170,1241000
VE,1860,555490,1253000
VE,1861,560810,1265000
VE,1862,566130,1277000
VE,1863,571450,1289000
VE,1864,576770,1301000
VE,1865,582533,1314000
VE,1866,587853,1326000
VE,1867,593616,1339000
VE,1868,599379,1352000
VE,1869,605143,1365000
VE,1870,611349,1379000
VE,1871,617556,1393000
VE,1872,623762,1407000
VE,1873,629969,1421000
VE,1874,636176,1435000
VE,1875,642826,1450000
VE,1876,649919,1466000
VE,1877,656569,1481000
VE,1878,663662,1497000
VE,1879,670755,1513000
VE,1880,678292,1530000
VE,1881,685828,1547000
VE,1882,693365,1564000
VE,1883,701345,1582000
VE,1884,709768,1601000
VE,1885,717748,1619000
VE,1886,726171,1638000
VE,1887,735038,1658000
VE,1888,743904,1678000
VE,1889,753214,1699000
VE,1890,762524,1720000
VE,1891,772277,1742000
VE,1892,782030,1764000
VE,1893,792227,1787000
VE,1894,802867,1811000
VE,1895,813507,1835000
VE,1896,824147,1859000
VE,1897,835673,1885000
VE,1898,847200,1911000
VE,1899,858726,1937000
VE,1900,870696,1964000
VE,1901,883109,1992000
VE,1902,895966,2021000
VE,1903,908822,2050000
VE,1904,922122,2080000
VE,1905,935865,2111000
VE,1906,950052,2143000
VE,1907,964238,2175000
VE,1908,978868,2208000
VE,1909,993941,2242000
VE,1910,1009458,2277000
VE,1911,1024974,2312000
VE,1912,1040934,2348000
VE,1913,1057780,2386000
VE,1914,1061074,2393428
VE,1915,1064342,2400800
VE,1916,1067620,2408194
VE,1917,1070908,2415611
VE,1918,1074206,2423051
VE,1919,1077515,2430514
VE,1920,1080834,2438000
VE,1921,1104725,2491892
VE,1922,1126902,2541915
VE,1923,1149524,2592943
VE,1924,1172600,2644995
VE,1925,1196140,2698092
VE,1926,1220151,2752255
VE,1927,1244645,2807505
VE,1928,1269631,2863864
VE,1929,1295118,2921355
VE,1930,1321117,2980000
VE,1931,1354567,3055451
VE,1932,1385337,3124859
VE,1933,1416807,3195844
VE,1934,1448991,3268441
VE,1935,1481907,3342688
VE,1936,1515570,3418621
VE,1937,1549998,3496280
VE,1938,1585209,3575702
VE,1939,1655888,3735131
VE,1940,1726567,3894560
VE,1941,1797247,4053989
VE,1942,1867926,4213418
VE,1943,1938605,4372847
VE,1944,2009285,4532276
VE,1945,2079964,4691705
VE,1946,2150643,4851134
VE,1947,2221323,5010563
VE,1948,2292002,5169992
VE,1949,2362681,5329421
VE,1950,2433361,5488850
VE,1951,2548143,5732603
VE,1952,2661481,5981380
VE,1953,2773204,6234767
VE,1954,2883333,6492813
VE,1955,2992031,6755813
VE,1956,3099941,7024319
VE,1957,3207952,7299448
VE,1958,3316824,7581980
VE,1959,3427094,7869223
VE,1960,3539269,8160090
VE,1961,3654242,8455915
VE,1962,3772809,8756870
VE,1963,3896166,9064021
VE,1964,4025379,9377712
VE,1965,4160986,9697790
VE,1966,4303942,10024854
VE,1967,4454716,10358513
VE,1968,4611645,10697530
VE,1969,4775895,11040280
VE,1970,4949226,11387790
VE,1971,5131987,11741008
VE,1972,5325493,12099180
VE,1973,5529159,12463537
VE,1974,5742861,12835351
VE,1975,5967103,13215892
VE,1976,6201986,13606284
VE,1977,6447601,14006812
VE,1978,6703446,14416684
VE,1979,6965607,14834552
VE,1980,7231556,15258218
VE,1981,7503070,15687297
VE,1982,7780800,16121874
VE,1983,8065044,16562205
VE,1984,8355281,17008841
VE,1985,8650799,17461434
VE,1986,8952752,17923536
VE,1987,9260534,18394963
VE,1988,9572341,18871020
VE,1989,9887302,19348921
VE,1990,10205334,19827010
VE,1991,10526764,20304896
VE,1992,10851484,20780948
VE,1993,11181074,21254520
VE,1994,11515988,21725188
VE,1995,11857382,22193821
VE,1996,12207190,22662113
VE,1997,12566454,23131685
VE,1998,12933521,23601337
VE,1999,13304404,24066593
VE,2000,13679122,24526708
VE,2001,14050946,24979922
VE,2002,14425892,25435671
VE,2003,14806313,25892703
VE,2004,15186454,26340838
VE,2005,15569089,26785804
VE,2006,15951606,27224686
VE,2007,16333881,27649363
VE,2008,16709756,28053696
VE,2009,17076830,28438298
VE,2010,17440121,28813101
VE,2011,17799875,29185212
VE,2012,18154342,29553826
VE,2013,18502398,29912198
VE,2014,18841516,30254079
VE,2015,19168129,30573972
VE,2016,19399199,30765720
VE,2017,19328260,30565323
VE,2018,18827422,29807592
VE,2019,18242047,28938098
VE,2020,17950186,28444077
VE,2021,17890756,28237826
VE,2022,17989916,28213017
VE,2023,18192852,28300854
VE,2024,18421152,28405543
VG,1800,4534,9439
VG,1801,4501,9371
VG,1802,4469,9303
VG,1803,4436,9236
VG,1804,4404,9169
VG,1805,4373,9103
VG,1806,4341,9038
VG,1807,4310,8973
VG,1808,4279,8908
VG,1809,4248,8844
VG,1810,4217,8780
VG,1811,4174,8690
VG,1812,4131,8600
VG,1813,4088,8510
VG,1814,4044,8420
VG,1815,4001,8330
VG,1816,3958,8240
VG,1817,3915,8150
VG,1818,3873,8064
VG,1819,3812,7936
VG,1820,3750,7808
VG,1821,3689,7680
VG,1822,3627,7551
VG,1823,3601,7497
VG,1824,3575,7443
VG,1825,3549,7389
VG,1826,3523,7335
VG,1827,3497,7281
VG,1828,3471,7227
VG,1829,3445,7172
VG,1830,3490,7265
VG,1831,3534,7358
VG,1832,3579,7451
VG,1833,3624,7544
VG,1834,3668,7637
VG,1835,3713,7731
VG,1836,3687,7676
VG,1837,3661,7621
VG,1838,3634,7565
VG,1839,3493,7273
VG,1840,3353,6981
VG,1841,3213,6689
VG,1842,3198,6657
VG,1843,3182,6625
VG,1844,3167,6593
VG,1845,3151,6561
VG,1846,3136,6529
VG,1847,3121,6497
VG,1848,3105,6465
VG,1849,3090,6433
VG,1850,3075,6401
VG,1851,3059,6369
VG,1852,3044,6337
VG,1853,3028,6305
VG,1854,3013,6273
VG,1855,2998,6241
VG,1856,2982,6209
VG,1857,2967,6177
VG,1858,2952,6145
VG,1859,2936,6113
VG,1860,2921,6081
VG,1861,2906,6051
VG,1862,2935,6111
VG,1863,2964,6171
VG,1864,2993,6231
VG,1865,3022,6291
VG,1866,3051,6351
VG,1867,3079,6411
VG,1868,3108,6471
VG,1869,3137,6531
VG,1870,3166,6591
VG,1871,3195,6651
VG,1872,3129,6515
VG,1873,3064,6379
VG,1874,2999,6243
VG,1875,2933,6107
VG,1876,2868,5971
VG,1877,2803,5835
VG,1878,2737,5699
VG,1879,2672,5563
VG,1880,2607,5427
VG,1881,2540,5287
VG,1882,2508,5222
VG,1883,2477,5157
VG,1884,2446,5092
VG,1885,2415,5027
VG,1886,2383,4962
VG,1887,2352,4897
VG,1888,2321,4832
VG,1889,2290,4767
VG,1890,2259,4702
VG,1891,2228,4639
VG,1892,2239,4662
VG,1893,2250,4685
VG,1894,2261,4708
VG,1895,2272,4731
VG,1896,2283,4754
VG,1897,2295,4777
VG,1898,2306,4800
VG,1899,2317,4823
VG,1900,2328,4846
VG,1901,2357,4908
VG,1902,2387,4969
VG,1903,2417,5031
VG,1904,2447,5094
VG,1905,2478,5158
VG,1906,2508,5222
VG,1907,2540,5288
VG,1908,2572,5354
VG,1909,2604,5421
VG,1910,2636,5488
VG,1911,2669,5557
VG,1912,2646,5510
VG,1913,2624,5462
VG,1914,2601,5416
VG,1915,2579,5369
VG,1916,2557,5324
VG,1917,2535,5278
VG,1918,2514,5233
VG,1919,2492,5188
VG,1920,2471,5144
VG,1921,2450,5100
VG,1922,2447,5094
VG,1923,2444,5088
VG,1924,2441,5082
VG,1925,2438,5076
VG,1926,2435,5070
VG,1927,2432,5064
VG,1928,2429,5058
VG,1929,2427,5052
VG,1930,2424,5046
VG,1931,2421,5040
VG,1932,2462,5126
VG,1933,2504,5214
VG,1934,2547,5303
VG,1935,2591,5394
VG,1936,2635,5486
VG,1937,2680,5580
VG,1938,2726,5675
VG,1939,2794,5817
VG,1940,2862,5958
VG,1941,2930,6099
VG,1942,2998,6241
VG,1943,3066,6382
VG,1944,3134,6524
VG,1945,3201,6665
VG,1946,3269,6806
VG,1947,3337,6948
VG,1948,3405,7089
VG,1949,3473,7231
VG,1950,3540,7372
VG,1951,3487,7393
VG,1952,3411,7380
VG,1953,3355,7391
VG,1954,3335,7445
VG,1955,3316,7495
VG,1956,3302,7535
VG,1957,3311,7591
VG,1958,3353,7684
VG,1959,3430,7814
VG,1960,3520,7950
VG,1961,3572,8034
VG,1962,3589,8070
VG,1963,3618,8114
VG,1964,3665,8168
VG,1965,3746,8257
VG,1966,3890,8413
VG,1967,4102,8646
VG,1968,4409,9000
VG,1969,4829,9533
VG,1970,5122,9933
VG,1971,5238,10095
VG,1972,5345,10235
VG,1973,5458,10367
VG,1974,5578,10494
VG,1975,5694,10606
VG,1976,5807,10709
VG,1977,5919,10800
VG,1978,6034,10886
VG,1979,6139,10965
VG,1980,6274,11130
VG,1981,6506,11479
VG,1982,6805,11921
VG,1983,7140,12370
VG,1984,7503,12820
VG,1985,7891,13269
VG,1986,8303,13726
VG,1987,8734,14194
VG,1988,9184,14680
VG,1989,9641,15180
VG,1990,10101,15704
VG,1991,10503,16187
VG,1992,10823,16593
VG,1993,11120,16989
VG,1994,11419,17406
VG,1995,11722,17840
VG,1996,12034,18287
VG,1997,12365,18756
VG,1998,12704,19238
VG,1999,13052,19730
VG,2000,13415,20241
VG,2001,13851,20796
VG,2002,14427,21430
VG,2003,15093,22134
VG,2004,15786,22881
VG,2005,16497,23665
VG,2006,17226,24493
VG,2007,17955,25366
VG,2008,18671,26288
VG,2009,19384,27218
VG,2010,19790,27675
VG,2011,20709,28710
VG,2012,22121,30345
VG,2013,23333,31703
VG,2014,24449,32962
VG,2015,25762,34498
VG,2016,25368,33878
VG,2017,24574,32699
VG,2018,26314,34657
VG,2019,27876,36395
VG,2020,28638,37135
VG,2021,29326,37809
VG,2022,29858,38319
VG,2023,30525,38985
VG,2024,31068,39471
VI,1800,19266,37629
VI,1801,19335,37764
VI,1802,19405,37900
VI,1803,19474,38036
VI,1804,19544,38172
VI,1805,19615,38310
VI,1806,19685,38447
VI,1807,19756,38586
VI,1808,19827,38724
VI,1809,19898,38863
VI,1810,19970,39003
VI,1811,20089,39236
VI,1812,20209,39471
VI,1813,20330,39707
VI,1814,20451,39944
VI,1815,20574,40183
VI,1816,20648,40328
VI,1817,20722,40473
VI,1818,20797,40619
VI,1819,20872,40765
VI,1820,20947,40912
VI,1821,21022,41059
VI,1822,21098,41207
VI,1823,21174,41355
VI,1824,21250,41504
VI,1825,21327,41654
VI,1826,21404,41804
VI,1827,21480,41954
VI,1828,21558,42105
VI,1829,21636,42257
VI,1830,21713,42409
VI,1831,21792,42562
VI,1832,21870,42715
VI,1833,21949,42869
VI,1834,22028,43023
VI,1835,22107,43178
VI,1836,21913,42799
VI,1837,21721,42424
VI,1838,21531,42052
VI,1839,21342,41683
VI,1840,21154,41317
VI,1841,20969,40955
VI,1842,20827,40678
VI,1843,20686,40403
VI,1844,20546,40129
VI,1845,20407,39858
VI,1846,20269,39588
VI,1847,20272,39594
VI,1848,20276,39601
VI,1849,20279,39607
VI,1850,20282,39614
VI,1851,20210,39473
VI,1852,20139,39333
VI,1853,20067,39194
VI,1854,19996,39055
VI,1855,19925,38916
VI,1856,19854,38778
VI,1857,19784,38641
VI,1858,19714,38504
VI,1859,19644,38367
VI,1860,19574,38231
VI,1861,19553,38190
VI,1862,19532,38149
VI,1863,19511,38108
VI,1864,19490,38066
VI,1865,19469,38025
VI,1866,19448,37984
VI,1867,19427,37944
VI,1868,19406,37903
VI,1869,19385,37862
VI,1870,19364,37821
VI,1871,19146,37394
VI,1872,18930,36972
VI,1873,18716,36555
VI,1874,18505,36142
VI,1875,18296,35734
VI,1876,18090,35331
VI,1877,17885,34932
VI,1878,17683,34538
VI,1879,17484,34148
VI,1880,17287,33763
VI,1881,17236,33664
VI,1882,17185,33565
VI,1883,17135,33467
VI,1884,17085,33369
VI,1885,17035,33271
VI,1886,16985,33173
VI,1887,16935,33076
VI,1888,16885,32979
VI,1889,16836,32882
VI,1890,16786,32786
VI,1891,16678,32574
VI,1892,16570,32363
VI,1893,16463,32154
VI,1894,16356,31946
VI,1895,16250,31739
VI,1896,16145,31534
VI,1897,16041,31330
VI,1898,15937,31127
VI,1899,15834,30926
VI,1900,15732,30726
VI,1901,15630,30527
VI,1902,15444,30164
VI,1903,15260,29805
VI,1904,15079,29451
VI,1905,14900,29101
VI,1906,14723,28755
VI,1907,14547,28413
VI,1908,14374,28075
VI,1909,14204,27742
VI,1910,14035,27412
VI,1911,13868,27086
VI,1912,13778,26911
VI,1913,13689,26737
VI,1914,13600,26563
VI,1915,13513,26392
VI,1916,13425,26221
VI,1917,13338,26051
VI,1918,13142,25668
VI,1919,12974,25340
VI,1920,12809,25017
VI,1921,12645,24697
VI,1922,12484,24382
VI,1923,12324,24071
VI,1924,12167,23763
VI,1925,12012,23460
VI,1926,11858,23160
VI,1927,11707,22865
VI,1928,11557,22573
VI,1929,11410,22285
VI,1930,11264,22000
VI,1931,11409,22283
VI,1932,11556,22570
VI,1933,11704,22860
VI,1934,11855,23154
VI,1935,12007,23452
VI,1936,12162,23754
VI,1937,12318,24059
VI,1938,12477,24369
VI,1939,12593,24595
VI,1940,12708,24821
VI,1941,12824,25047
VI,1942,12940,25273
VI,1943,13056,25499
VI,1944,13171,25725
VI,1945,13287,25951
VI,1946,13403,26177
VI,1947,13518,26403
VI,1948,13634,26629
VI,1949,13750,26855
VI,1950,13866,27081
VI,1951,13921,27744
VI,1952,14155,28195
VI,1953,14451,28649
VI,1954,14781,29158
VI,1955,15121,29657
VI,1956,15447,30132
VI,1957,15729,30611
VI,1958,15984,31128
VI,1959,16229,31690
VI,1960,16056,33023
VI,1961,16631,35433
VI,1962,18419,38315
VI,1963,20313,41437
VI,1964,22295,44839
VI,1965,24366,48385
VI,1966,26514,51766
VI,1967,28705,54910
VI,1968,30934,57829
VI,1969,33182,60537
VI,1970,35209,63856
VI,1971,36965,67910
VI,1972,38641,71913
VI,1973,40286,75719
VI,1974,41937,79300
VI,1975,43579,82611
VI,1976,45237,85703
VI,1977,46926,88716
VI,1978,48603,91615
VI,1979,50278,94433
VI,1980,51794,96567
VI,1981,53115,97758
VI,1982,54532,98641
VI,1983,56102,99446
VI,1984,57633,100165
VI,1985,59014,100799
VI,1986,60164,101329
VI,1987,61051,101727
VI,1988,61724,101947
VI,1989,62243,101928
VI,1990,63072,102308
VI,1991,64395,103337
VI,1992,65824,104418
VI,1993,67172,105378
VI,1994,68375,106231
VI,1995,69374,106971
VI,1996,70147,107594
VI,1997,70708,108087
VI,1998,71087,108422
VI,1999,71352,108578
VI,2000,71764,108579
VI,2001,72382,108525
VI,2002,73025,108418
VI,2003,73646,108170
VI,2004,74214,107835
VI,2005,74821,107606
VI,2006,75426,107450
VI,2007,75909,107229
VI,2008,76280,106960
VI,2009,76561,106759
VI,2010,76842,106311
VI,2011,76780,105391
VI,2012,76342,104298
VI,2013,75904,103157
VI,2014,75446,101999
VI,2015,74718,100248
VI,2016,73634,97787
VI,2017,72358,95118
VI,2018,70924,92302
VI,2019,69345,89373
VI,2020,68301,87707
VI,2021,67780,87223
VI,2022,67121,86507
VI,2023,66445,85701
VI,2024,65825,84905
VN,1800,4166869,7291329
VN,1801,4210056,7366899
VN,1802,4253705,7443277
VN,1803,4297820,7520472
VN,1804,4342408,7598493
VN,1805,4387473,7677349
VN,1806,4433020,7757049
VN,1807,4479055,7837603
VN,1808,4525584,7919020
VN,1809,4572611,8001310
VN,1810,4620142,8084482
VN,1811,4668183,8168546
VN,1812,4716740,8253512
VN,1813,4765818,8339391
VN,1814,4815423,8426191
VN,1815,4865561,8513924
VN,1816,4916238,8602600
VN,1817,4967459,8692229
VN,1818,5019231,8782822
VN,1819,5071561,8874389
VN,1820,5124453,8966942
VN,1821,5058542,8851609
VN,1822,5111398,8944097
VN,1823,5164823,9037584
VN,1824,5218826,9132079
VN,1825,5273411,9227595
VN,1826,5328586,9324142
VN,1827,5384358,9421732
VN,1828,5440732,9520378
VN,1829,5497715,9620090
VN,1830,5555316,9720880
VN,1831,5613539,9822761
VN,1832,5672393,9925746
VN,1833,5731884,10029845
VN,1834,5792019,10135072
VN,1835,5852806,10241439
VN,1836,5914252,10348960
VN,1837,5976365,10457647
VN,1838,6039152,10567513
VN,1839,6102620,10678571
VN,1840,6166777,10790836
VN,1841,6185190,10823056
VN,1842,6242440,10923234
VN,1843,6300243,11024380
VN,1844,6358605,11126503
VN,1845,6417531,11229614
VN,1846,6477027,11333723
VN,1847,6537099,11438839
VN,1848,6597753,11544973
VN,1849,6658995,11652136
VN,1850,6550949,11463073
VN,1851,6442041,11272503
VN,1852,6502147,11377678
VN,1853,6562840,11483881
VN,1854,6624126,11591120
VN,1855,6686010,11699408
VN,1856,6748499,11808754
VN,1857,6811600,11919170
VN,1858,6875318,12030666
VN,1859,6939661,12143254
VN,1860,7004633,12256945
VN,1861,7070243,12371751
VN,1862,7136496,12487683
VN,1863,7203399,12604753
VN,1864,7270960,12722973
VN,1865,7339184,12842354
VN,1866,7408079,12962909
VN,1867,7477652,13084650
VN,1868,7547910,13207589
VN,1869,7618859,13331739
VN,1870,7690508,13457112
VN,1871,7762863,13583722
VN,1872,7835932,13711580
VN,1873,7909722,13840701
VN,1874,7984241,13971097
VN,1875,8059497,14102782
VN,1876,8135496,14235768
VN,1877,8212248,14370071
VN,1878,8289760,14505703
VN,1879,8363731,14635142
VN,1880,8438555,14766070
VN,1881,8364466,14636427
VN,1882,8289994,14506113
VN,1883,8272744,14475930
VN,1884,8267094,14466041
VN,1885,8262116,14457331
VN,1886,8258344,14450731
VN,1887,8273072,14476502
VN,1888,8323766,14565208
VN,1889,8376185,14656934
VN,1890,8430379,14751764
VN,1891,8514786,14899462
VN,1892,8600893,15050135
VN,1893,8688763,15203893
VN,1894,8778464,15360855
VN,1895,8870067,15521144
VN,1896,8963648,15684896
VN,1897,9059287,15852249
VN,1898,9157070,16023353
VN,1899,9257087,16198366
VN,1900,9359435,16377458
VN,1901,9464215,16560805
VN,1902,9571536,16748599
VN,1903,9679442,16937417
VN,1904,9787936,17127263
VN,1905,9897022,17318145
VN,1906,10006703,17510069
VN,1907,10116984,17703043
VN,1908,10227871,17897076
VN,1909,10339368,18092178
VN,1910,10451483,18288361
VN,1911,10561561,18480978
VN,1912,10674283,18678224
VN,1913,10782756,18868034
VN,1914,10887749,19051753
VN,1915,10990034,19230735
VN,1916,11083148,19393669
VN,1917,11165292,19537407
VN,1918,11244225,19675528
VN,1919,11327716,19821622
VN,1920,11423531,19989283
VN,1921,11533374,20181490
VN,1922,11653033,20390874
VN,1923,11781396,20615488
VN,1924,11917355,20853393
VN,1925,12059798,21102644
VN,1926,12207605,21361282
VN,1927,12360016,21627976
VN,1928,12516470,21901745
VN,1929,12676402,22181600
VN,1930,12839251,22466558
VN,1931,13015375,22774745
VN,1932,13206608,23109373
VN,1933,13399602,23447079
VN,1934,13581003,23764502
VN,1935,13737458,24038271
VN,1936,13872623,24274788
VN,1937,14000634,24498786
VN,1938,14123853,24714399
VN,1939,14142252,24746594
VN,1940,14160651,24778789
VN,1941,14179050,24810984
VN,1942,14197449,24843179
VN,1943,14215847,24875374
VN,1944,14234246,24907568
VN,1945,14252645,24939763
VN,1946,14271044,24971958
VN,1947,14289443,25004153
VN,1948,14307842,25036348
VN,1949,14326241,25068543
VN,1950,14344640,25100738
VN,1951,14572603,25600268
VN,1952,14817117,26143917
VN,1953,15069498,26757964
VN,1954,15325699,27427909
VN,1955,15590372,28166446
VN,1956,15853637,28922309
VN,1957,16103358,29754428
VN,1958,16341584,30658446
VN,1959,16573631,31585547
VN,1960,16803402,32531933
VN,1961,17031074,33409059
VN,1962,17254178,34288560
VN,1963,17467088,35249101
VN,1964,17677152,36201563
VN,1965,17893484,37129656
VN,1966,18118945,38024836
VN,1967,18357762,38895080
VN,1968,18597814,39734609
VN,1969,18930854,40582096
VN,1970,19366779,41475230
VN,1971,19807834,42449276
VN,1972,20259607,43429168
VN,1973,20733791,44409861
VN,1974,21255523,45413537
VN,1975,21860412,46482903
VN,1976,22537734,47684931
VN,1977,23313705,48954872
VN,1978,24156104,50249552
VN,1979,24873408,51378211
VN,1980,25575908,52490101
VN,1981,26297246,53738141
VN,1982,27009293,55011289
VN,1983,27815564,56337921
VN,1984,28635012,57706067
VN,1985,29427162,59060622
VN,1986,30167877,60347048
VN,1987,30889652,61584651
VN,1988,31665318,62843228
VN,1989,32487346,64147348
VN,1990,33345184,65504552
VN,1991,34251168,66891775
VN,1992,35207516,68260337
VN,1993,36225477,69586384
VN,1994,37271863,70854391
VN,1995,38335234,72049940
VN,1996,39431422,73156447
VN,1997,40599203,74226889
VN,1998,41859980,75299660
VN,1999,43124371,76287452
VN,2000,44305531,77154011
VN,2001,45438309,77969361
VN,2002,46583469,78772224
VN,2003,47749164,79563777
VN,2004,48923438,80338971
VN,2005,50088895,81088313
VN,2006,51481879,82167897
VN,2007,53071512,83633375
VN,2008,54604070,85175788
VN,2009,55963277,86460018
VN,2010,57225793,87455152
VN,2011,58549570,88468314
VN,2012,59864805,89510356
VN,2013,61160066,90573104
VN,2014,62377238,91679578
VN,2015,63491301,92823254
VN,2016,64512359,94000117
VN,2017,65388758,95176977
VN,2018,66100164,96237319
VN,2019,66766328,97173776
VN,2020,67517820,98079191
VN,2021,68245258,98935098
VN,2022,68875734,99680655
VN,2023,69528664,100352192
VN,2024,70223289,100987686
VU,1800,27253,57474
VU,1801,27253,57474
VU,1802,27253,57474
VU,1803,27253,57474
VU,1804,27253,57474
VU,1805,27253,57474
VU,1806,27253,57474
VU,1807,27253,57474
VU,1808,27253,57474
VU,1809,27253,57474
VU,1810,27253,57474
VU,1811,27253,57474
VU,1812,27253,57474
VU,1813,27253,57474
VU,1814,27253,57474
VU,1815,27253,57474
VU,1816,27253,57474
VU,1817,27253,57474
VU,1818,27253,57474
VU,1819,27253,57474
VU,1820,27253,57474
VU,1821,27253,57474
VU,1822,27253,57474
VU,1823,27253,57474
VU,1824,27253,57474
VU,1825,27253,57474
VU,1826,27253,57474
VU,1827,27253,57474
VU,1828,27253,57474
VU,1829,27253,57474
VU,1830,27253,57474
VU,1831,26983,56905
VU,1832,26716,56341
VU,1833,26451,55783
VU,1834,26189,55231
VU,1835,25930,54684
VU,1836,25673,54143
VU,1837,25419,53607
VU,1838,25167,53076
VU,1839,24918,52551
VU,1840,24671,52030
VU,1841,24427,51515
VU,1842,24185,51005
VU,1843,23946,50500
VU,1844,23709,50000
VU,1845,23474,49505
VU,1846,23242,49015
VU,1847,23012,48530
VU,1848,22784,48049
VU,1849,22558,47573
VU,1850,22335,47102
VU,1851,22114,46636
VU,1852,21895,46174
VU,1853,21678,45717
VU,1854,21463,45264
VU,1855,21251,44816
VU,1856,21040,44372
VU,1857,20832,43933
VU,1858,20626,43498
VU,1859,20422,43067
VU,1860,20219,42641
VU,1861,20219,42641
VU,1862,20219,42641
VU,1863,20219,42641
VU,1864,20219,42641
VU,1865,20219,42641
VU,1866,20219,42641
VU,1867,20219,42641
VU,1868,20219,42641
VU,1869,20219,42641
VU,1870,20219,42641
VU,1871,20219,42641
VU,1872,20219,42641
VU,1873,20219,42641
VU,1874,20219,42641
VU,1875,20219,42641
VU,1876,20219,42641
VU,1877,20219,42641
VU,1878,20219,42641
VU,1879,20219,42641
VU,1880,20219,42641
VU,1881,20219,42641
VU,1882,20219,42641
VU,1883,20219,42641
VU,1884,20219,42641
VU,1885,20219,42641
VU,1886,20219,42641
VU,1887,20219,42641
VU,1888,20219,42641
VU,1889,20219,42641
